Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011]
"Congo, Dem. Rep.",COD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,241.443266427067
"Congo, Rep.",COG,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,144.275613639558
Cook Islands,COK,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Costa Rica,CRI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,408.38434926986
Côte d'Ivoire,CIV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,108.337754106984
Croatia,HRV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.60019596550595
Cuba,CUB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.204418657842627
Curaçao,CUW,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.861915435648404
Cyprus,CYP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.559222222371759
Czech Republic,CZE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.45841117079412
Denmark,DNK,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,6.94741959182786
Djibouti,DJI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,65.130263727083
Dominica,DMA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.25151398007305
Dominican Republic,DOM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,14.8715664327719
East Asia & Pacific (ICP),EAB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Ecuador,ECU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.385209516916207
"Egypt, Arab Rep.",EGY,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.830291243068271
El Salvador,SLV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.413866652676329
Equatorial Guinea,GNQ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,165.53268754804
Eritrea,ERI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Estonia,EST,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.311609719695255
Eswatini,SWZ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.94886626245623
Ethiopia,ETH,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.38461271136944
Europe & Central Asia (ICP),ECB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Fiji,FJI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.63112128285924
Finland,FIN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.727389328506425
France,FRA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.677036658540374
French Polynesia,PYF,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Gabon,GAB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,200.389135361212
"Gambia, The",GMB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,4.37924377369841
Georgia,GEO,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.401546082960508
Germany,DEU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.56508639574998
Ghana,GHA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.284412040741406
Greece,GRC,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.468799701689676
Grenada,GRD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.21955967914961
Guam,GUM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Guatemala,GTM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.1623686954561
Guinea,GIN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1181.8405693987
Guinea-Bissau,GNB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,99.8481168626685
Guyana,GUY,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Haiti,HTI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,15.1048450380909
Honduras,HND,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.08027397464272
"Hong Kong SAR, China",HKG,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.11032051202191
Hungary,HUN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,65.6789278607914
Iceland,ISL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,109.90622902881
India,IND,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,5.22729535145968
Indonesia,IDN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2483.41096473573
"Iran, Islamic Rep.",IRN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1943.92619583647
Iraq,IRQ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,306.230802988485
Ireland,IRL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.929647021239969
Israel,ISR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.20466511568421
Italy,ITA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.666098424814193
Jamaica,JAM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,39.9698747331283
Japan,JPN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,79.6551186070955
Jordan,JOR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.171408549888162
Kazakhstan,KAZ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,36.8258442936431
Kenya,KEN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,17.1764755163604
Kiribati,KIR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
"Korea, Rep.",KOR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,501.34300310656
Kosovo,KSV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Kuwait,KWT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.19597358038593
Kyrgyzstan,KGZ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.69536275223364
Lao PDR,LAO,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1032.07978857641
Latin America & Caribbean (ICP),LCB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Latvia,LVA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.183147212063327
Lebanon,LBN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Lesotho,LSO,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.02859522776831
Liberia,LBR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.221350698287774
Libya,LBY,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Lithuania,LTU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.874508283518027
Luxembourg,LUX,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.00469796938765
"Macao SAR, China",MAC,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.95757394006605
Madagascar,MDG,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,294.532153915447
Malawi,MWI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,29.7849133979379
Malaysia,MYS,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.922824279863898
Maldives,MDV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.56030112051738
Mali,MLI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,92.8833708615448
Malta,MLT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.400526521077942
Marshall Islands,MHL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Mauritania,MRT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,56.4095795660241
Mauritius,MUS,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.42527880177446
Mexico,MEX,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,6.3039572006622
"Micronesia, Federated States of",FSM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Middle East & North Africa (ICP),MEB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Moldova,MDA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.49489905444721
Mongolia,MNG,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,167.374240099795
Montenegro,MNE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.238199751355657
Montserrat,MSR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.53529337486711
Morocco,MAR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.9533125423769
Mozambique,MOZ,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.50049368536453
Myanmar,MMR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,80.252985694696
Namibia,NAM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.06917689179914
Nauru,NRU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Nepal,NPL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.87753909004296
Netherlands,NLD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.765750604981642
New Caledonia,NCL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
New Zealand,NZL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.06915367355613
Nicaragua,NIC,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.11872748871691
Niger,NER,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,124.830136990059
Nigeria,NGA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,31.7514643163154
Niue,NIU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
North America (ICP),NAB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
North Macedonia,MKD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.71170725912481
Northern Mariana Islands,MNP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Norway,NOR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,9.18754382471749
Oman,OMN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.140756750523524
Pakistan,PAK,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,8.6367858044891
Palau,PLW,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Palestinian Territory,PSE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.1106400679716
Panama,PAN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.45778931085792
Papua New Guinea,PNG,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Paraguay,PRY,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1868.98192333669
Peru,PER,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.02263566656908
Philippines,PHL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,12.5159695243024
Poland,POL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.994944048022855
Portugal,PRT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.565628757206287
Puerto Rico,PRI,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Qatar,QAT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.74859010628917
Romania,ROU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.768240772925499
Russian Federation,RUS,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,10.9013319118362
Rwanda,RWA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,118.95970562012
Samoa,WSM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
San Marino,SMR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
São Tomé and Principe,STP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3994.58003180091
Saudi Arabia,SAU,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.57485644166359
Senegal,SEN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,126.883811156065
Serbia,SRB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,23.6354668285491
Seychelles,SYC,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.12157994156435
Sierra Leone,SLE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,706.823494330405
Singapore,SGP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.818422707994808
Sint Maarten,SXM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.808817832641388
Slovakia,SVK,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.262869734047654
Slovenia,SVN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.480086733646613
Solomon Islands,SLB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Somalia,SOM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
South Africa,ZAF,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,3.543077642343
South Asia (ICP),SAB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
South Sudan,SSD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Spain,ESP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.633748739431899
Sri Lanka,LKA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,15.6151838122019
St. Kitts and Nevis,KNA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.951947264256298
St. Lucia,LCA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.28903262166291
St. Vincent and the Grenadines,VCT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.03860588998729
Sub-Saharan Africa (ICP),SSB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Sudan,SDN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.53742953253642
Suriname,SUR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.955039555505528
Sweden,SWE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.83754342584548
Switzerland,CHE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.48814071444356
Syrian Arab Republic,SYR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
"Taiwan, China",TWN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.60822332592989
Tajikistan,TJK,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.610847077198616
Tanzania,TZA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,206.763780930264
Thailand,THA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,7.14147002688655
Timor-Leste,TMP,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Togo,TGO,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,108.130501652822
Tokelau,TKL,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Tonga,TON,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Trinidad and Tobago,TTO,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.7700296538032
Tunisia,TUN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.381785405393324
Turkey,TUR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.684324009510586
Turkmenistan,TKM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Turks and Caicos Islands,TCA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.794643397161478
Tuvalu,TUV,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Uganda,UGA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,455.930045679952
Ukraine,UKR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1.60083751956656
United Arab Emirates,ARE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.85673360966692
United Kingdom,GBR,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.569630480551206
United States,USA,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1
Uruguay,URY,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,12.3663684064263
Uzbekistan,UZB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Vanuatu,VUT,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
"Venezuela, RB",VEN,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2.07812482134536
Vietnam,VNM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,2192.80334480292
"Virgin Islands, British",VGB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.777448287089278
Wallis and Futuna,WLF,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
WORLD,WLD,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,..
Yemen,YEM,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,39.2444059744724
Zambia,ZMB,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,1125.33747803997
Zimbabwe,ZWE,PPPs (US$ = 1),PPPGlob,9080000:ACTUAL HEALTH,9080000,0.265111954745365
,,,,,,
,,,,,,
,,,,,,
Data from database: International Comparison Program (ICP) 2011,,,,,,
Last Updated: 08/24/2020,,,,,,
