date,series_id,value,realtime_start,realtime_end
1957-07-01,CPIAUCSL,28.19,2024-05-15,2024-05-15
1957-08-01,CPIAUCSL,28.28,2024-05-15,2024-05-15
1957-09-01,CPIAUCSL,28.32,2024-05-15,2024-05-15
1957-10-01,CPIAUCSL,28.32,2024-05-15,2024-05-15
1957-11-01,CPIAUCSL,28.41,2024-05-15,2024-05-15
1957-12-01,CPIAUCSL,28.47,2024-05-15,2024-05-15
1958-01-01,CPIAUCSL,28.64,2024-05-15,2024-05-15
1958-02-01,CPIAUCSL,28.7,2024-05-15,2024-05-15
1958-03-01,CPIAUCSL,28.87,2024-05-15,2024-05-15
1958-04-01,CPIAUCSL,28.94,2024-05-15,2024-05-15
1958-05-01,CPIAUCSL,28.94,2024-05-15,2024-05-15
1958-06-01,CPIAUCSL,28.91,2024-05-15,2024-05-15
1958-07-01,CPIAUCSL,28.89,2024-05-15,2024-05-15
1958-08-01,CPIAUCSL,28.94,2024-05-15,2024-05-15
1958-09-01,CPIAUCSL,28.91,2024-05-15,2024-05-15
1958-10-01,CPIAUCSL,28.91,2024-05-15,2024-05-15
1958-11-01,CPIAUCSL,28.95,2024-05-15,2024-05-15
1958-12-01,CPIAUCSL,28.97,2024-05-15,2024-05-15
1959-01-01,CPIAUCSL,29.01,2024-05-15,2024-05-15
1959-02-01,CPIAUCSL,29,2024-05-15,2024-05-15
1959-03-01,CPIAUCSL,28.97,2024-05-15,2024-05-15
1959-04-01,CPIAUCSL,28.98,2024-05-15,2024-05-15
1959-05-01,CPIAUCSL,29.04,2024-05-15,2024-05-15
1959-06-01,CPIAUCSL,29.11,2024-05-15,2024-05-15
1959-07-01,CPIAUCSL,29.15,2024-05-15,2024-05-15
1959-08-01,CPIAUCSL,29.18,2024-05-15,2024-05-15
1959-09-01,CPIAUCSL,29.25,2024-05-15,2024-05-15
1959-10-01,CPIAUCSL,29.35,2024-05-15,2024-05-15
1959-11-01,CPIAUCSL,29.35,2024-05-15,2024-05-15
1959-12-01,CPIAUCSL,29.41,2024-05-15,2024-05-15
1960-01-01,CPIAUCSL,29.37,2024-05-15,2024-05-15
1960-02-01,CPIAUCSL,29.41,2024-05-15,2024-05-15
1960-03-01,CPIAUCSL,29.41,2024-05-15,2024-05-15
1960-04-01,CPIAUCSL,29.54,2024-05-15,2024-05-15
1960-05-01,CPIAUCSL,29.57,2024-05-15,2024-05-15
1960-06-01,CPIAUCSL,29.61,2024-05-15,2024-05-15
1960-07-01,CPIAUCSL,29.55,2024-05-15,2024-05-15
1960-08-01,CPIAUCSL,29.61,2024-05-15,2024-05-15
1960-09-01,CPIAUCSL,29.61,2024-05-15,2024-05-15
1960-10-01,CPIAUCSL,29.75,2024-05-15,2024-05-15
1960-11-01,CPIAUCSL,29.78,2024-05-15,2024-05-15
1960-12-01,CPIAUCSL,29.81,2024-05-15,2024-05-15
