Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Nauru,NRU,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Nepal,NPL,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,20.2081257555499,..,..,..,..,..,22.067538437445
Netherlands,NLD,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,170.846653355067,..,..,..,..,..,142.839072864997
New Caledonia,NCL,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
New Zealand,NZL,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,128.830210354473,..,..,..,..,..,118.853048329531
Nicaragua,NIC,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,39.4023860953024,..,..,..,..,..,33.603508496086
Niger,NER,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,44.1124240037785,..,..,..,..,..,55.6778300177208
Nigeria,NGA,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,33.3426003534064,..,..,..,..,..,35.8034878330876
Niue,NIU,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
North America (ICP),NAB,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,154.177145356934,..,..,..,..,..,176.302855446151
North Macedonia,MKD,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,35.5427757973021,..,..,..,..,..,31.2555479983582
Northern Mariana Islands,MNP,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Norway,NOR,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,252.389926233824,..,..,..,..,..,198.811449565569
Oman,OMN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,55.7392645369973,..,..,..,..,..,81.4991782048587
Pakistan,PAK,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,16.4608992135116,..,..,..,..,..,31.7097433462763
Palau,PLW,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Panama,PAN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,61.5895422278119,..,..,..,..,..,88.7950481985808
Papua New Guinea,PNG,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
